n,name,street address,postal_address,road,ghana_gps_address,locality/area,district,region,country,latitude,longitude,rating,local_phone_number,international_phone_number,website,google_maps_url,type,photo_link,
1122,Top Herbal Clinic,Agbogba Ghana,,,,Agbogba,Akuapem North,Eastern Region,Ghana,5.6827804,-0.1933934,4,,,,Https://Maps.Google.Com/?Cid=3118628599798509929,Hospital,,
1125,Sam J Specialist Hospital,Haatso Ghana,,,,Haatso,Akuapem North,Eastern Region,Ghana,5.6773876,-0.2028806,,302900771,+233302900771,,Https://Maps.Google.Com/?Cid=13546426025704664041,Hospital,,
1126,Harmony Clinic,Agbogba - Ashongman Rd Agbogba Ghana,,Agbogba - Ashongman Road Agbogba,,,Akuapem North,Eastern Region,Ghana,5.6758783,-0.1967733,,,,,Https://Maps.Google.Com/?Cid=16874437208135492572,Hospital,,
1129,Somanya Poly Clinic,Adjekpo Rd Somanya Ghana,,Adjekpo Road Somanya,,,Akuapem North,Eastern Region,Ghana,6.1049957,-0.0139908,2,,,,Https://Maps.Google.Com/?Cid=9463756759616739133,Hospital,,
1130,Akcess Dental Clinic,Bethel Street Ghana,,,,Bethel Street,Akuapem North,Eastern Region,Ghana,5.6697589,-0.1826179,,509038969,+233509038969,Http://Www.Akcessdental.Com/,Https://Maps.Google.Com/?Cid=2579727342384192259,Hospital,,
1133,Prolife Chinese Acupuncture Clinic,3 Boundary Rd Ogbodjo Ghana,,3 Boundary Road Ogbodjo,,,Akuapem North,Eastern Region,Ghana,5.6601953,-0.1517835,4,246575768,+233246575768,,Https://Maps.Google.Com/?Cid=2768452143800540092,Hospital,,
1134,Esidem Hospital,"5°39'35.8""N 0°09'17. 6Th Ave Accra Ghana",,,,"5°39'35.8""N 0°09'17. 6Th Avenue Accra",Akuapem North,Eastern Region,Ghana,5.6599444,-0.1548889,3,302520345,+233302520345,,Https://Maps.Google.Com/?Cid=13098375372562815954,Hospital,,
1136,Save The Nation'S Sight Clinic,25 Nii Torgbor Ave Accra Ghana,,,,25 Nii Torgbor Avenue Accra,Akuapem North,Eastern Region,Ghana,5.6585964,-0.1558054,5,244014656,+233244014656,,Https://Maps.Google.Com/?Cid=9215814979226912662,Hospital,,
1142,Darbem Clinic,Ashaiman Tema Ghana,,,,Ashaiman Tema,Akuapem North,Eastern Region,Ghana,5.6833851,-0.0362472,5,,,,Https://Maps.Google.Com/?Cid=12814768482035796329,Hospital,,
1143,Student Clinic Ug,University Of Ghana Accra Ghana,,,,University Of Ghana Accra,Akuapem North,Eastern Region,Ghana,5.650562,-0.1962244,5,307030608,+233307030608,,Https://Maps.Google.Com/?Cid=16133935551120096777,Hospital,,
1149,535 Urban Health Clinic,Garden Rd Accra Ghana,,Garden Road Accra,,,Akuapem North,Eastern Region,Ghana,5.6422939,-0.1523056,4.5,277740225,+233277740225,,Https://Maps.Google.Com/?Cid=14300650538014339210,Hospital,,
1155,Ga West Municipal Hospital,Hospital Road Amasaman Amasaman Ghana,,Hospital Road Amasaman Amasaman,,,Akuapem South,Eastern Region,Ghana,5.7020708,-0.2992889,,,,,Https://Maps.Google.Com/?Cid=3541211929028042338,Hospital,,
1166,Taifa Star Clinic,Accra Taifa Ghana,,,,Accra Taifa,Akuapem South,Eastern Region,Ghana,5.6621848,-0.2501804,4.5,234957744,+233234957744,,Https://Maps.Google.Com/?Cid=7915027086135850896,Hospital,,
1170,Orthopedic Training Centre (Otc),Adoagyiri Nsawam Ghana,,,,Adoagyiri Nsawam,Akuapem South,Eastern Region,Ghana,5.8234538,-0.3607678,4.2,,,Http://Www.Otcghana.Org/,Https://Maps.Google.Com/?Cid=5329818187847118764,Hospital,,
1173,Tantra Community Hospital,Tantra Community Clinic Ghana,,,,Tantra Community Clinic,Akuapem South,Eastern Region,Ghana,5.6439291,-0.2622386,3,,,,Https://Maps.Google.Com/?Cid=3672992942494210643,Hospital,,
1176,Tantra Community Clinic Fertility Centre,Ghana,,,,Ghana,Akuapem South,Eastern Region,Ghana,5.6424838,-0.2606275,,,,,Https://Maps.Google.Com/?Cid=4233031068151463353,Hospital,,
1180,St John'S Hospital And Fertility Centre,Dome Ghana,,,,,Akuapem South,Eastern Region,Ghana,5.6453735,-0.2477553,4.5,205301957,+233205301957,Http://Www.Stjohnsgh.Com/,Https://Maps.Google.Com/?Cid=12332603410000503595,Hospital,,
1193,Life Essentials Clinic,24Th Streel Petroleum Estates #3 New Achimota Ghana,,,,24Th Streel Petroleum Estates #3 New Achimota,Akuapem South,Eastern Region,Ghana,5.6229965,-0.2494488,5,245936338,+233245936338,Http://Essentialforyourlife.Com/,Https://Maps.Google.Com/?Cid=13702981271917446954,Hospital,,
1195,3M&C Medical Centre,A & C Mall East Legon Ghana,,,,A & C Mall East Legon,Akuapem South,Eastern Region,Ghana,5.6520924,-0.1841093,5,302503617,+233302503617,Http://3Mandc.Com/,Https://Maps.Google.Com/?Cid=13099374046415515629,Hospital,,
1207,Trinity Clinic,Ghana,,,,Ghana,Akuapem South,Eastern Region,Ghana,5.6028344,-0.2713674,3,206557156,+233206557156,,Https://Maps.Google.Com/?Cid=16453764290343096387,Hospital,,
1208,Health Link Clinic,A&C Mall Jungle Rd Accra Ghana,,A&C Mall Jungle Road Accra,,,Akuapem South,Eastern Region,Ghana,5.6405155,-0.1505118,,,,,Https://Maps.Google.Com/?Cid=15150481207154696875,Hospital,,
1209,Ark Clinic & Lab Lapaz,Lapaz Ghana,,,,Lapaz,Akuapem South,Eastern Region,Ghana,5.6066711,-0.252196,5,543236133,+233543236133,,Https://Maps.Google.Com/?Cid=11110710362712410350,Hospital,,
1287,Hopexchange Medical Centre,P.O. Box Ks12515 Kumasi Location: Christian Village Kumasi Ghana,,,,Wamase P.O. Box Ks12515 Kumasi Location: Christian Village Kumasi,Amansie West,Ashanti Region,Ghana,6.6607187,-1.6561551,5,501583994,+233501583994,Http://Www.Hopexchangemedicalcenter.Org/,Https://Maps.Google.Com/?Cid=10102394237122625306,Hospital,,
1288,Atasomanso Hospital,Santasi Kumasi Ghana,,,,Kumasi,Amansie West,Ashanti Region,Ghana,6.6521916,-1.6330747,5,244417403,+233244417403,Http://Atasemansohospital.Com/,Https://Maps.Google.Com/?Cid=12309592485791231511,Hospital,,
1311,Abuakwa Health Center,Kumasi Ghana,,,,Kumasi,Amansie West,Ashanti Region,Ghana,6.701226,-1.7153726,3.5,546269991,+233546269991,,Https://Maps.Google.Com/?Cid=2593808392626573942,Hospital,,
1390,Asiwa Health Centre,Ghana,,,,Ghana,Asante Akim South,Ashanti Region,Ghana,6.4232511,-1.3345143,3,,,,Https://Maps.Google.Com/?Cid=18395917413837875525,Hospital,,
1405,Ashaiman Municipal Assembly,Ashaiman Ghana,,,,Ashaiman,Ashaiman,Greater Accra Region,Ghana,5.6917473,-0.025481,3.6,,,,Https://Maps.Google.Com/?Cid=7891328685344432192,Hospital,,
1407,St Francis Xavier Hospital,120 Mankessim - Kumasi Rd Foso Ghana,,120 Mankessim - Kumasi Road Foso,,,Assin North,Central Region,Ghana,5.6982822,-1.2811561,5,,,,Https://Maps.Google.Com/?Cid=17141289179679376449,Hospital,,
1408,Assin Nsuta Presbyterian Hospital,Nsuta Ghana,,,,Nsuta,Assin North,Central Region,Ghana,5.630966,-1.235852,5,,,,Https://Maps.Google.Com/?Cid=2444219840163179857,Hospital,,
2385,Our Lady Of Grace Hospital,Asikuma Ghana,,,,Asikuma,Assin South,Central Region,Ghana,5.5804692,-0.9966348,4.8,,,,Https://Maps.Google.Com/?Cid=9933010773208701928,Hospital,,
6290,Golden Heart Diagnostics Centre,Jekeriyili Tamale Ghana,,,,Tamale,,Northern Region Ghana,Ghana,9.396079,-0.8251372,,244818390,+233244818390,,Https://Maps.Google.Com/?Cid=11710077398852080468,Lab,,
6291,Polderman Diagnostic Centre,Bolgatanga Rd Tamale Ghana,,Bolgatanga Road Tamale,,,,Northern Region Ghana,Ghana,9.4362237,-0.8431964,,372092294,+233372092294,,Https://Maps.Google.Com/?Cid=3320095922051434841,Lab,,
6292,Aguriba Medical Lab,Gambaga Ghana,,,,Gambaga,,Northern Region Ghana,Ghana,10.5309719,-0.4399487,,209748195,+233209748195,,Https://Maps.Google.Com/?Cid=17438785069567358064,Lab,,
6293,Goldstar Medical Group,Commercial Street Bolgatanga Ghana,,,,Commercial Street Bolgatanga,,Northern Region Ghana,Ghana,10.7875267,-0.8535621,,244262467,+233244262467,Http://Www.Goldstarmedgroup.Com/,Https://Maps.Google.Com/?Cid=3673320607682089549,Lab,,
6294,Bil Clinical Laboratories,Wa Ghana,,,,Wa,,Northern Region Ghana,Ghana,10.0591784,-2.4983563,,,,,Https://Maps.Google.Com/?Cid=639607197134937915,Lab,,
6296,Care Diagnostic Services,Wa Ghana,,,,Wa,,Upper West Region Ghana,Ghana,10.0520031,-2.501523,,,,,Https://Maps.Google.Com/?Cid=7138852830798126152,Lab,,
6299,Joy Medical Lab,Hohoe Ghana,,,,Hohoe,,Volta Region Ghana,Ghana,7.1519563,0.4694271,1,208329810,+233208329810,,Https://Maps.Google.Com/?Cid=783091754262091258,Lab,,
6300,Laboratoire Perfect-Labo,Lome Togo,,,,Lome,,Volta Region Ghana,Ghana,6.1489552,1.2155803,3.5,22207778,+22822207778,Http://Www.Perfect-Labo.Com/,Https://Maps.Google.Com/?Cid=8749540245283301296,Lab,,
6301,G2 Medical Lab Services,Airport Area Accra Ghana,,,,Airport Area Accra,,Volta Region Ghana,Ghana,5.5904981,-0.1814816,2.5,500202280,+233500202280,Http://Www.G2Medicallab.Com/,Https://Maps.Google.Com/?Cid=3843801429304295354,Lab,,
6303,Abura Medical Laboratory,Cape Coast Ghana,,,,Cape Coast,,Central Region Ghana,Ghana,5.128951,-1.2746038,,,,,Https://Maps.Google.Com/?Cid=1040598684563509187,Lab,,
6304,Annat Medical Diagnostics Centre,Adeiso Ghana,,,,Adeiso,,Central Region Ghana,Ghana,5.8014851,-0.4914534,5,249074352,+233249074352,,Https://Maps.Google.Com/?Cid=1057333058906078752,Lab,,
6305,Mds-Lancet Laboratories,Accra Ghana,,,,Accra,,Central Region Ghana,Ghana,5.5357148,-0.2288209,4,,,,Https://Maps.Google.Com/?Cid=4460174338406907377,Lab,,
6306,National Public Health And Reference Lab Korle-Bu,Korle-Bu Accra Ghana,,,,Korle-Bu Accra,,Central Region Ghana,Ghana,5.5386231,-0.2287173,4,,,,Https://Maps.Google.Com/?Cid=16666777789752646486,Lab,,
6307,Precilab Diagnostic,Accra Ghana,,,,Accra,,Central Region Ghana,Ghana,5.5927164,-0.1996442,,574576739,+233574576739,,Https://Maps.Google.Com/?Cid=7259224328881594639,Lab,,
6308,Ultima Medical Laboratories,Sonku Loop Accra Ghana,,,,Sonku Loop Accra,,Central Region Ghana,Ghana,5.5903206,-0.195703,,244233485,+233244233485,,Https://Maps.Google.Com/?Cid=14987093617560268374,Lab,,
6311,Medplus Lab & Scan & Ecg,Ashongman Estatemusuku Ebenezer Storey P.O.Box Wy 1880Kwabenya Accra Ghana,,,,Ashongman Estatemusuku Ebenezer Storey P.O.Box Wy 1880Kwabenya Accra,,Central Region Ghana,Ghana,5.682186,-0.240003,5,202984587,+233202984587,,Https://Maps.Google.Com/?Cid=6735248349322130502,Lab,,
6312,Mediwest Laboratory Services,Takoradi Ghana,,,,Takoradi,,Central Region Ghana,Ghana,4.9125037,-1.780273,,,,,Https://Maps.Google.Com/?Cid=14179579831940328856,Lab,,
6314,Wellness Laboratories Ltd,Osu Ave Ext Accra Ghana,,,,Osu Avenue Extension Accra,,Central Region Ghana,Ghana,5.5722299,-0.1884897,5,,,Http://Www.Metropolisafrica.Com/,Https://Maps.Google.Com/?Cid=3741967661811336596,Lab,,
6315,Worlrich Medical Services,Christian Village Accra Ghana,,,,Christian Village Accra,,Central Region Ghana,Ghana,5.6307317,-0.2193645,,,,,Https://Maps.Google.Com/?Cid=6571418244167345421,Lab,,
6316,Topmed Pharmaceuticals And Diagnostics-Medie,Medie Ghana,,,,Medie,,Central Region Ghana,Ghana,5.7572943,-0.3310689,5,241100765,+233241100765,Https://Topmed.Royaltriangle.Com/,Https://Maps.Google.Com/?Cid=9514687901946416950,Lab,,
6317,Marie Stopes Ghana Ashaiman,Ashaiman Tema Ghana,,,,Ashaiman Tema,,Central Region Ghana,Ghana,5.6884531,-0.029345,5,800208585,+233800208585,Http://Www.Mariestope.Org.Gh/,Https://Maps.Google.Com/?Cid=10792293507669679267,Lab,,
6318,Medi- Trust Diagnostic Services,Madina Ghana,,,,Madina,,Central Region Ghana,Ghana,5.6769692,-0.1731939,,,,,Https://Maps.Google.Com/?Cid=1515308799542132571,Lab,,
6319,Sochibga Medical Lab And Diagnostic Services,New Rd Madina Ghana,,New Road Madina,,,,Central Region Ghana,Ghana,5.6712377,-0.1650631,,241916108,+233241916108,Http://Www.Sochibgamedlab.Com/,Https://Maps.Google.Com/?Cid=2492663096861120166,Lab,,
6320,Star Of The East(Annex) Medical Laboratory,Agbogba - Ashongman Rd Ghana,,Agbogba - Ashongman Road,,,,Central Region Ghana,Ghana,5.6829829,-0.1934463,,,,,Https://Maps.Google.Com/?Cid=6922919078035962513,Lab,,
6321,Integrated Medical Laboratory Services,Kumasi Ghana,,,,Kumasi,,Ashanti Region Ghana,Ghana,6.7116717,-1.6152558,,,,,Https://Maps.Google.Com/?Cid=554908601897231959,Lab,,
6322,Mds Lancet Labs,Bantama Rd Kumasi Ghana,,Bantama Road Kumasi,,,,Ashanti Region Ghana,Ghana,6.6979414,-1.6319143,3,,,Http://Www.Lancet.Co.Za/Lancet-In-Africa/Ghana/,Https://Maps.Google.Com/?Cid=12906096860592091653,Lab,,
6323,Rayben Diagnostics,Kumasi Ghana,,,,Kumasi,,Ashanti Region Ghana,Ghana,6.6729098,-1.6562098,4.5,508307235,+233508307235,,Https://Maps.Google.Com/?Cid=13339484218562535615,Lab,,
6324,Histolab Diagnostic Center Ltd,Amakom Kumasi Ghana,,,,Amakom Kumasi,,Ashanti Region Ghana,Ghana,6.6713457,-1.6048594,,322080714,+233322080714,,Https://Maps.Google.Com/?Cid=7968895978854633318,Lab,,
6325,Amedilab Services,Asokwa Kumasi Ghana,,,,Asokwa Kumasi,,Ashanti Region Ghana,Ghana,6.6879657,-1.5913459,,,,,Https://Maps.Google.Com/?Cid=14841544909871474761,Lab,,
6326,Clinical Analyses Lab,Bomso Rd Kumasi Ghana,,Bomso Road Kumasi,,,,Ashanti Region Ghana,Ghana,6.6819095,-1.5770645,,547648352,+233547648352,,Https://Maps.Google.Com/?Cid=5515938983933524423,Lab,,
6327,Avicenna Laboratory,Ejisu Ghana,,,,Ejisu,,Ashanti Region Ghana,Ghana,6.715361,-1.5063473,,544792764,+233544792764,,Https://Maps.Google.Com/?Cid=10615479520553420356,Lab,,
6328,Abc Medical Diagnostic Services,Agona Ghana,,,,Agona,,Ashanti Region Ghana,Ghana,6.9340928,-1.489033,,208851703,+233208851703,,Https://Maps.Google.Com/?Cid=7671870703796903145,Lab,,
6329,Richielab Diagnostic Center,Off Market Road.Opp.Tadiem Park Mampong Ghana,,,,Off Market Road.Opp.Tadiem Park Mampong,,Ashanti Region Ghana,Ghana,7.0627691,-1.4012524,,542167621,+233542167621,,Https://Maps.Google.Com/?Cid=15705126511156634458,Lab,,
6330,Medical Technology Laboratory (Mtlab),Kwame Nkrumah University Of Science And Technology Kumasi Ghana,,,,Kumasi,,Ashanti Region Ghana,Ghana,6.6722757,-1.5665398,,,,,Https://Maps.Google.Com/?Cid=13582537106500343789,Lab,,
6331,Medilab Diagnostic Services Limited,Bantama Kumasi Ghana,,,,Bantama Kumasi,,Ashanti Region Ghana,Ghana,6.698079,-1.6319042,4.2,322033538,+233322033538,Http://Www.Medilabghana.Com/,Https://Maps.Google.Com/?Cid=11414028836150016495,Lab,,
6332,Als - Geochemistry,Plot 1-4 Block A New Brofoyedu North-East Kumasi Ghana,,,,Plot 1-4 Block A New Brofoyedu North-East Kumasi,,Ashanti Region Ghana,Ghana,6.710824,-1.607709,,105001865,+27105001865,Https://Www.Alsglobal.Com/Locations/Africa-_And_-Middle-East/Africa/Ghana/North-East-Kumasi/Kumasi-Geochemistry,Https://Maps.Google.Com/?Cid=8137872370460557223,Lab,,
6333,St. Edwards Clinic Medilab & Laboratory Scan,Fanti New Town Kumasi Ghana,,,,Fanti New Town Kumasi,,Ashanti Region Ghana,Ghana,6.6897639,-1.6099859,,,,,Https://Maps.Google.Com/?Cid=18174165043454645302,Lab,,
6336,E-Med Diagnostic Services,R40 Amrahia Ghana,,,,R40 Amrahia,,Eastern Region Ghana,Ghana,5.7707304,-0.1407969,,277418647,+233277418647,,Https://Maps.Google.Com/?Cid=10095444254898104592,Lab,,
6338,Safeline Medical Lab,Polyclinic Road Koforidua Ghana,,,,Polyclinic Road Koforidua,,Eastern Region Ghana,Ghana,6.0939877,-0.258862,4.5,243674283,+233243674283,Http://Www.Safelinemedicals.Com/,Https://Maps.Google.Com/?Cid=9255040468901575312,Lab,,
6342,Cling Medical Services,North Legon Road Ghana,,North Legon Road,,,,Eastern Region Ghana,Ghana,5.6776338,-0.1814419,4.5,208158260,+233208158260,,Https://Maps.Google.Com/?Cid=2940759933498617795,Lab,,
6344,Mds-Landcet Laboratories - Tema,Hospital Rd Tema Ghana,,Hospital Road Tema,,,,Eastern Region Ghana,Ghana,5.674732,-0.0208348,4,504101201,+233504101201,,Https://Maps.Google.Com/?Cid=1425130319047038033,Lab,,
6345,B&D Medical Laboratories Ltd,Tema Ghana,,,,Tema,,Eastern Region Ghana,Ghana,5.6734344,-0.020138,,242726531,+233242726531,,Https://Maps.Google.Com/?Cid=12427883659331336341,Lab,,
6347,Scientellect Biomedical Laboratory,5.639672-0.058883217Z Ghana,,,,5.639672-0.058883217Z,,Eastern Region Ghana,Ghana,5.6396282,-0.0566686,,302971562,+233302971562,,Https://Maps.Google.Com/?Cid=16693822667276025899,Lab,,
6354,Efkwa Pharmacy,Agbogba - Ashongman Rd Accra Ghana,,Agbogba - Ashongman Road Accra,,,,Greater Accra Region,Ghana,5.7020344,-0.2091603,4.7,244334395,+233244334395,Http://Efkwa.Com/,Https://Maps.Google.Com/?Cid=16332982573466365267,Pharmacy,,
6355,Fap Pharmacy Ltd,Larterbiokorshie Rd Accra Ghana,,Larterbiokorshie Road Accra,,,,Greater Accra Region,Ghana,5.54748,-0.2325059,4.8,242550444,+233242550444,,Https://Maps.Google.Com/?Cid=7886051521954645891,Pharmacy,,
6356,Jinlet Pharmacy,Oxford St Accra Ghana,,,,Oxford Street Accra,,Greater Accra Region,Ghana,5.5558452,-0.1828701,4,302783362,+233302783362,,Https://Maps.Google.Com/?Cid=11621498528991586953,Pharmacy,,
6357,Bedita Pharmacy Dzorwulu,Blohum Rd Accra Ghana,,Blohum Road Accra,,,,Greater Accra Region,Ghana,5.6119011,-0.2032388,4.4,302778375,+233302778375,Http://Beditapharma.Com/,Https://Maps.Google.Com/?Cid=5952560567379936815,Pharmacy,,
6358,Fidel Pharmacy,Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.625259,-0.2457064,3,302416500,+233302416500,,Https://Maps.Google.Com/?Cid=912161719738643783,Pharmacy,,
6359,Medimart Pharmacy,Spintex Rd Accra Ghana,,Spintex Road Accra,,,,Greater Accra Region,Ghana,5.6277628,-0.1511824,3.9,0,+23300000000,Http://Medimartpharmacyltd.Com/,Https://Maps.Google.Com/?Cid=17457460427820762017,Pharmacy,,
6360,Palace Pharmacy,Accra Ghana,,,,Accra,,Greater Accra Region,Ghana,5.5664974,-0.1794122,4,302774670,+233302774670,Http://Www.Palacepharmacy.Org/,Https://Maps.Google.Com/?Cid=6461657900697842866,Pharmacy,,
6361,3Rd Gate Pharmacy,Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.6857367,-0.1499529,3.3,,,,Https://Maps.Google.Com/?Cid=3937877727755054726,Pharmacy,,
6362,Telad Pharmacy,Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.6926784,-0.1721238,,,,,Https://Maps.Google.Com/?Cid=6245654074088448402,Pharmacy,,
6363,Legon Hall Pharmacy,Accra Ghana,,,,Accra,,Greater Accra Region,Ghana,5.6467891,-0.1886103,3.5,,,,Https://Maps.Google.Com/?Cid=16251981430534978670,Pharmacy,,
6364,Asylum Down Pharmacy,Mango Tree Avenue Accra Ghana,,,,Mango Tree Avenue Accra,,Greater Accra Region,Ghana,5.5723325,-0.2001276,3.6,302227849,+233302227849,,Https://Maps.Google.Com/?Cid=3307372302485988693,Pharmacy,,
6365,Unicom Wholesale And Retail Pharmacy,Accra Ghana,,,,Accra,,Greater Accra Region,Ghana,5.5739022,-0.2790993,4.5,302324595,+233302324595,Http://Www.Unicomchemist.Com/,Https://Maps.Google.Com/?Cid=1153714368831071551,Pharmacy,,
6366,Kofikrom Pharmacy (Wholesale),Unnamed Rd Sakumono Bangladesh,,Unnamed Rd Sakumono,,,,Greater Accra Region,Ghana,5.62636,-0.0676304,3.5,,,,Https://Maps.Google.Com/?Cid=4962352968638866946,Pharmacy,,
6367,Gibs Pharmacy & Medical Laboratory,Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.6860143,-0.2316061,,,,,Https://Maps.Google.Com/?Cid=3915008678718808701,Pharmacy,,
6368,Odaremma Pharmacy,Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.6336539,-0.0876197,3,302815874,+233302815874,,Https://Maps.Google.Com/?Cid=14806556972877280609,Pharmacy,,
6369,Wencol Ghana Limited Pharmacy,Maamobi Accra Ghana,,,,Maamobi Accra,,Greater Accra Region,Ghana,5.5942387,-0.1948404,4.7,203939783,+233203939783,,Https://Maps.Google.Com/?Cid=12255621948122879004,Pharmacy,,
6370,Ashaiman Pharmacy,Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.6848693,-0.0386077,3,,,,Https://Maps.Google.Com/?Cid=518488605985960407,Pharmacy,,
6371,Atomic Hills Pharmacy,Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.7062442,-0.2361929,,208131127,+233208131127,,Https://Maps.Google.Com/?Cid=7026148808630221974,Pharmacy,,
6372,Radiance Pharmacy,Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.6686726,-0.1880097,4.5,244687983,+233244687983,,Https://Maps.Google.Com/?Cid=11295198109940724214,Pharmacy,,
6373,Danpong Pharmacy Nungua,Accra Ghana,,,,Accra,,Greater Accra Region,Ghana,5.6037441,-0.0784869,3.2,302811153,+233302811153,Http://Www.Danponggroup.Com/,Https://Maps.Google.Com/?Cid=18266401295525257160,Pharmacy,,
6374,Radimed Chemist,Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.6015166,-0.2807966,3.7,,,Http://Www.Radimedchemist.Blogspot.Com/,Https://Maps.Google.Com/?Cid=6069540661254375600,Pharmacy,,
6375,Health Kit Pharmacy,Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.6936706,-0.2851698,,,,,Https://Maps.Google.Com/?Cid=5976177015254518028,Pharmacy,,
6376,Medimart,Community Ten Ghana,,,,,,Greater Accra Region,Ghana,5.6610825,-0.0172305,,303310057,+233303310057,Http://Medimartpharmacyltd.Com/,Https://Maps.Google.Com/?Cid=4446072555405075966,Pharmacy,,
6377,Vynne Pharmacy,Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.6879822,-0.1712511,4,302503906,+233302503906,,Https://Maps.Google.Com/?Cid=112196382915230735,Pharmacy,,
6378,Kent Pharmacy,Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.6238506,-0.2406468,,,,,Https://Maps.Google.Com/?Cid=17489849341354420131,Pharmacy,,
6379,Ahmadiyya Homoeopathic And Acupuncture Clinic,Ghana,,,,Ghana,,Greater Accra Region,Ghana,6.508877,-1.5354416,,,,,Https://Maps.Google.Com/?Cid=8780190988604534652,Pharmacy,,
6380,Bedita Pharmacy Westland,Westlands Blvd Accra Ghana,,,,Westlands Boulevard Accra,,Greater Accra Region,Ghana,5.6448353,-0.2103281,4.8,302423005,+233302423005,Http://Beditapharma.Com/,Https://Maps.Google.Com/?Cid=3437279700656626553,Pharmacy,,
6381,Sda Hospitals Pharmacy,Central Ghana Conference Of Sevenh Day Adventist Church Kumasi Ghana,,,,Central Ghana Conference Of Sevenh Day Adventist Church Kumasi,,Greater Accra Region,Ghana,6.6995631,-1.659844,3.8,,,,Https://Maps.Google.Com/?Cid=5917096614908006410,Pharmacy,,
6382,Gramof Pharmacy,Ghana,,,,Ghana,,Greater Accra Region,Ghana,6.7211365,-1.7256458,,20823623,+23320823623,,Https://Maps.Google.Com/?Cid=2720118210473663283,Pharmacy,,
6383,Em-Ess Pharmacy,Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.6270945,-0.2489499,4.5,302412101,+233302412101,Https://M.Facebook.Com/Emesspharmacy/,Https://Maps.Google.Com/?Cid=7065944115014650605,Pharmacy,,
6384,Eric Chemists,Ghana,,,,Ghana,,Greater Accra Region,Ghana,6.2393512,0.0924101,3.6,289516519,+233289516519,,Https://Maps.Google.Com/?Cid=11158618216069845847,Pharmacy,,
6385,Life Care Pharmacy,Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.8105901,-0.1242721,3,,,,Https://Maps.Google.Com/?Cid=17075345487994502453,Pharmacy,,
6386,Pharmacy,Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.6134833,-0.2961843,4.5,,,,Https://Maps.Google.Com/?Cid=3497980620203815397,Pharmacy,,
6387,Mundo Pharmacy,Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.7801169,-0.1355917,3.7,,,,Https://Maps.Google.Com/?Cid=8856004683823160772,Pharmacy,,
6388,Healthrite Pharmacy Ltd 100Metres From Lakeside Marina Park,Ghana,,,,Ghana,,Greater Accra Region,Ghana,5.695235,-0.1371641,1,,,,Https://Maps.Google.Com/?Cid=3394640207607127044,Pharmacy,,
6389,Randy Pharmacy,Madina Ghana,,,,Madina,,Greater Accra Region,Ghana,5.6775855,-0.1650631,4.3,302501091,+233302501091,,Https://Maps.Google.Com/?Cid=9450355713446417024,Pharmacy,,
6390,Antrak Ghana,Tema Ghana,,,,Tema,,Greater Accra Region,Ghana,5.6284942,0.0020257,,,,,Https://Maps.Google.Com/?Cid=15911655367600489498,Pharmacy,,
6391,Medi Point Pharmacy,Accra Ghana,,,,Accra,,Greater Accra Region,Ghana,5.5684503,-0.1744657,4.5,302784896,+233302784896,,Https://Maps.Google.Com/?Cid=3204506487440308693,Pharmacy,,
6392,Cape Coast Pharmacy,Kotokuraba Rd Cape Coast Ghana,,Kotokuraba Road Cape Coast,,,,Greater Accra Region,Ghana,5.1106745,-1.2441684,4.6,244654903,+233244654903,,Https://Maps.Google.Com/?Cid=493640129330701644,Pharmacy,,
6393,Health Watch Pharmacy,Samora Machel Accra Ghana,,,,Samora Machel Accra,,Greater Accra Region,Ghana,5.5681247,-0.2060917,5,,,,Https://Maps.Google.Com/?Cid=4601913635942013425,Pharmacy,,
6394,Kaizen Pharmacy Ghana,Tunga Accra Ghana,,,,Tunga Accra,,Greater Accra Region,Ghana,5.5526594,-0.2721178,2.7,544238855,+233544238855,,Https://Maps.Google.Com/?Cid=6707103716651736577,Pharmacy,,
6395,Jucad Pharmacy,Kasoa Ghana,,,,Kasoa,,Greater Accra Region,Ghana,5.5352342,-0.4225954,3.1,302861331,+233302861331,,Https://Maps.Google.Com/?Cid=10505421848496670400,Pharmacy,,
6396,Pills And Tabs,Legon E Rd Accra Ghana,,Legon East Road Accra,,,,Greater Accra Region,Ghana,5.6481092,-0.1788023,3.8,,,,Https://Maps.Google.Com/?Cid=9862255888538038096,Pharmacy,,
